,tic,datadate,fyearq,fqtr,actq,lctq,dvpspq,saleq,cshoq,prccq,epsfiq,oancfy,ivncfy,fincfy,lastactual1,meanest,actual
17350,HOLX,31/12/2011,2011,4,1342.9,509.45,0,467.045,262.24,15.21,0.1,456.024,-266.587,7.674,0.34,0.32,0.34
17351,HOLX,31/03/2012,2012,1,1437.297,511.745,0,472.711,263.194,17.51,0.08,111.731,-24.601,-6.314,0.34,0.33,0.33
17352,HOLX,30/06/2012,2012,2,1491.031,593.822,0,471.165,264.447,21.55,-0.15,212.835,-31.09,-40.126,0.33,0.34,0.35
17353,HOLX,30/09/2012,2012,3,1534.984,557.107,0,470.228,264.666,18.04,0.09,284.631,-51.924,-39.763,0.35,0.36,0.37
17354,HOLX,31/12/2012,2012,4,1563.014,661.349,0,600.154,265.416,20.22,-0.29,370.222,-3850.784,3328.099,0.37,0.37,0.38
17355,HOLX,31/03/2013,2013,1,1660.236,1551.753,0,644.637,267.154,20.0101,0.01,155.025,15.752,-12.581,0.38,0.34,0.35
17356,HOLX,30/06/2013,2013,2,1607.248,1010.306,0,619.092,269.12,22.6,-0.19,169.528,66.105,-49.864,0.35,0.37,0.38
17357,HOLX,30/09/2013,2013,3,1751.345,1258.923,0,626.136,269.977,19.3,-0.04,415.824,40.087,-55.345,0.38,0.37,0.39
17358,HOLX,31/12/2013,2013,4,1624.143,1088.406,0,622.118,271.817,20.65,-4.11,493.822,18.754,-248.77,0.39,0.31,0.34
17359,HOLX,31/03/2014,2014,1,1226.939,628.257,0,612.448,273.404,22.35,-0.02,149.266,-14.383,-514.439,0.34,0.33,0.37
17360,HOLX,30/06/2014,2014,2,1264.56,550.683,0,625.008,276.236,21.5,-0.06,218.315,-34.569,-521.222,0.37,0.34,0.37
17361,HOLX,30/09/2014,2014,3,1432.4,597.9,0,632.644,277.45,25.35,0.04,376.7,-51.9,-514.4,0.37,0.37,0.43
17362,HOLX,31/12/2014,2014,4,1565.8,619.6,0,660.6,277.972,24.33,0.1,508.4,-67,-525.1,0.43,0.36,0.39
17363,HOLX,31/03/2015,2015,1,1336.6,607.8,0,652.8,279.466,26.74,0.1,153.5,-22,-321.2,0.39,0.39,0.41
17364,HOLX,30/06/2015,2015,2,1416.3,1044.2,0,655.5,280.923,33.025,0.17,311.3,-39,-332.3,0.41,0.39,0.43
17365,HOLX,30/09/2015,2015,3,1628.8,1189.2,0,693.9,281.485,38.06,0.1,553.6,-56.8,-343.5,0.43,0.42,0.43
17366,HOLX,31/12/2015,2015,4,1266.4,944,0,702.8,282.495,39.13,0.09,786.1,-86.1,-936.7,0.43,0.42,0.46
17367,HOLX,31/03/2016,2016,1,1387.7,915.4,0,695.2,283.537,38.69,0.29,164.3,12.3,-15.6,0.46,0.46,0.47
17368,HOLX,30/06/2016,2016,2,1092.6,841,0,693.2,279.76,34.5,0.24,314.4,-14.5,-473.6,0.47,0.48,0.51
17369,HOLX,30/09/2016,2016,3,1220,910.8,0,717.4,277.072,34.6,0.3,560.5,-36.1,-572.2,0.51,0.5,0.52
17370,HOLX,31/12/2016,2016,4,1326.6,901.9,0,726.9,277.726,38.83,0.33,787.2,-68.4,-659.7,0.52,0.51,0.52
17387,HCA,30/09/2000,2000,2,4038,3631,0.02,4133,557.492,30.375,-0.49,693,-785,194,0.4,0.32,0.33
17388,HCA,31/12/2000,2000,3,3949,4302,0.02,4093,552.842,37.125,0.31,1114,-983,-141,0.33,0.34,0.35
17389,HCA,31/03/2001,2000,4,4453,4141,0.02,4173,542.992,44.01,0.04,1547,-1087,-336,0.35,0.59,0.6
17390,HCA,30/06/2001,2001,1,4425,3089,0.02,4501,537.222,40.27,0.59,438,-242,-322,0.6,0.46,0.5
17391,HCA,30/09/2001,2001,2,4379,2953,0.02,4476,518.223,45.19,0.48,984,-834,-340,0.5,0.4,0.4
17392,HCA,31/12/2001,2001,3,4241,2813,0.02,4438,514.845,44.31,0.48,821,-778,-283,0.4,0.42,0.44
17393,HCA,31/03/2002,2001,4,4141,3184,0.02,4538,509.297,38.54,0.08,1413,-1300,-342,0.44,0.72,0.76
17394,HCA,30/06/2002,2002,1,4270,3277,0.02,4873,511.757,44.08,0.74,609,-344,-288,0.76,0.62,0.71
17395,HCA,30/09/2002,2002,2,4358,3114,0.02,4903,518.186,47.5,0.66,1224,-882,-376,0.71,0.55,0.6
17396,HCA,31/12/2002,2002,3,4509,2884,0.02,4929,512.526,47.61,0.38,1964,-1367,-544,0.6,0.6,0.63
17397,HCA,31/03/2003,2002,4,4505,3739,0.02,5024,514.176,41.5,-0.2,2750,-1740,-934,0.63,0.82,0.82
17398,HCA,30/06/2003,2003,1,5426,3838,0.02,5273,512.033,41.36,0.9,755,-444,618,0.82,0.75,0.62
17399,HCA,30/09/2003,2003,2,4796,3851,0.02,5467,501.053,32.04,0.47,1075,-1797,745,0.62,0.61,0.6
17400,HCA,31/12/2003,2003,3,4811,2864,0.02,5471,496.643,36.86,0.61,1360,-2298,959,0.6,0.6,0.58
17401,HCA,31/03/2004,2003,4,4822,3168,0.02,5597,490.718,42.96,0.63,2166,-2862,650,0.58,0.71,0.69
17402,HCA,30/06/2004,2004,1,4829,2734,0.02,5937,484.469,40.62,0.69,772,-441,-298,0.69,0.65,0.65
17403,HCA,30/09/2004,2004,2,4732,3133,0.13,5833,482.095,41.59,0.72,1454,-859,-590,0.65,0.49,0.47
17404,HCA,31/12/2004,2004,3,4792,3465,0.13,5792,482.86,38.15,0.47,2510,-1297,-1028,0.47,0.66,0.7
17405,HCA,31/03/2005,2004,4,4683,3174,0.13,5940,422.642,39.96,0.7,3049,-1688,-1347,0.7,0.88,0.95
17406,HCA,30/06/2005,2005,1,4917,3207,0.13,6182,441.167,53.57,0.95,823,-386,-422,0.95,0.76,0.79
17407,HCA,30/09/2005,2005,2,5091,3225,0.15,6070,451.963,56.67,0.9,1586,-758,-494,0.79,0.61,0.62
17408,HCA,31/12/2005,2005,3,5222,3407,0.15,6025,452.667,47.92,0.62,2529,-1274,-663,0.62,0.69,0.69
17409,HCA,31/03/2006,2005,4,5215,3895,0.15,6178,417.513,50.5,0.74,3159,-1681,-1400,0.69,0.89,0.92
17410,HCA,30/06/2006,2006,1,5670,3946,0.15,6415,408.062,45.79,0.92,365,-391,143,0.92,0.77,0.72
17411,HCA,30/09/2006,2006,2,5918,4044,0.17,6360,409.238,43.15,0.72,771,-795,424,0.72,0.65,0.53
17412,HCA,31/03/2011,2006,3,5817,4082,0.17,6213,409.68,49.89,0.58,1424,-1226,7,0.53,0.77,0.85
17413,HCA,30/06/2011,2011,1,6986,4267,0,7406,515.614,33.87,0.52,918,-273,-503,0.85,0.59,0.51
17414,HCA,30/09/2011,2011,2,6891,4278,0,7249,517.094,33,0.43,1666,-812,-726,0.51,0.43,0.6
17415,HCA,31/12/2011,2011,3,6693,4271,0,7259,436.484,20.16,0.11,2546,-1240,-1358,0.6,0.76,0.94
17416,HCA,31/03/2012,2011,4,7233,5554,0,7768,437.478,22.03,4.25,3933,-2995,-976,0.94,0.93,0.88
17417,HCA,30/06/2012,2012,1,7282,5615,2,8405,438.354,24.74,1.18,797,-437,-262,0.88,0.78,0.85
17418,HCA,30/09/2012,2012,2,7137,5447,0,8112,440.484,30.43,0.85,2257,-886,-1226,0.85,0.8,0.78
17419,HCA,31/12/2012,2012,3,7272,5861,0,8062,441.383,33.25,0.78,2912,-1340,-1473,0.78,0.83,0.92
17420,HCA,31/03/2013,2012,4,7763,6172,4.5,8434,443.2,30.17,0.68,4175,-2063,-1780,0.92,0.85,0.77
17421,HCA,30/06/2013,2013,1,7787,5991,0,8440,445.856,40.63,0.74,740,-373,-478,0.77,0.82,0.91
17422,HCA,30/09/2013,2013,2,7791,6020,0,8450,447.067,36.06,0.91,1554,-790,-1007,0.91,0.72,0.79
17423,HCA,31/12/2013,2013,3,7771,5419,0,8456,447.573,42.75,0.79,2454,-1674,-1001,0.79,0.83,0.92
17424,HCA,31/03/2014,2013,4,8037,5695,0,8836,439.604,47.71,0.92,3680,-2346,-1625,0.92,0.85,0.84
17425,HCA,30/06/2014,2014,1,8877,5891,0,8832,444.201,52.5,0.76,443,-409,402,0.84,1.05,1.37
17426,HCA,30/09/2014,2014,2,8772,5895,0,9230,431.373,56.38,1.07,1693,-864,-585,1.37,1.02,1.18
17427,HCA,31/12/2014,2014,3,8527,5632,0,9220,433.379,70.52,1.16,2821,-1512,-1208,1.18,1.21,1.33
17428,HCA,31/03/2015,2014,4,8930,5480,0,9636,420.478,73.39,1.19,4448,-2918,-1378,1.33,1.18,1.35
17429,HCA,30/06/2015,2015,1,9130,7172,0,9676,419.179,75.23,1.36,1018,-432,-566,1.35,1.33,1.37
17430,HCA,30/09/2015,2015,2,9293,6310,0,9897,416.349,90.72,1.18,2075,-1009,-959,1.37,1.21,1.17
17431,HCA,31/12/2015,2015,3,9221,6313,0,9856,412.638,77.36,1.05,3176,-1631,-1523,1.17,1.38,1.69
17432,HCA,31/03/2016,2015,4,9232,5516,0,10249,398.739,67.63,1.4,4734,-2583,-1976,1.69,1.48,1.71
17433,HCA,30/06/2016,2016,1,9201,5398,0,10260,393.65,78.05,1.69,1399,-496,-792,1.71,1.56,1.66
17434,HCA,30/09/2016,2016,2,9095,5396,0,10319,380.062,77.01,1.65,2748,-1555,-1243,1.66,1.42,1.61
17435,HCA,31/12/2016,2016,3,8843,5155,0,10270,376.141,75.63,1.59,3954,-2234,-1784,1.61,1.79,1.89
17436,HCA,31/03/2017,2016,4,9086,5834,0,10641,370.536,74.02,2.39,5653,-3240,-2508,1.89,1.78,1.74
17452,XLNX,30/06/2000,1999,4,1040.925,244.712,0,306.569,325.512,82.8125,1.36,341.11,-398.21,89.064,0.22,0.25,0.27
17453,XLNX,30/09/2000,2000,1,1200.301,316.102,0,364.875,326.7,82.5625,0.27,121.378,-28.594,-28.991,0.27,0.3,0.32
17454,XLNX,31/12/2000,2000,2,1242.335,345.579,0,437.36,329.7,85.625,0.32,276.126,-129.65,-69.515,0.32,0.32,0.31
17455,XLNX,31/03/2001,2000,3,1022.022,360.437,0,450.103,329.99,46.125,-0.03,376.613,-53.907,-310.297,0.31,0.23,0.19
17456,XLNX,30/06/2001,2000,4,1101.879,350.41,0,407.02,331.14,35.125,-0.49,377.267,44.663,-298.785,0.19,0.15,0.08
17457,XLNX,30/09/2001,2001,1,955.734,195.674,0,289.326,333.565,41.24,0.05,-8.075,-27.341,-12.752,0.08,0.03,0.05
17458,XLNX,31/12/2001,2001,2,899.005,182.787,0,224.645,334.026,23.53,-0.53,78.136,-55.419,-29.893,0.05,0.04,0.07
17459,XLNX,31/03/2002,2001,3,859.544,193.387,0,228.11,335.517,39.05,0.03,178.838,-141.033,-42.06,0.07,0.09,0.12
17460,XLNX,30/06/2002,2001,4,998.753,195.84,0,273.498,336.188,39.86,0.1,280.894,-217.729,-41.522,0.12,0.12,0.12
17461,XLNX,30/09/2002,2002,1,1100.846,258.522,0,289.853,337.536,22.43,0.12,74.244,-70.687,-18.566,0.12,0.1,0.11
17462,XLNX,31/12/2002,2002,2,1128.787,269.177,0,277.871,337.109,15.838,0.11,138.386,-205.379,-17.396,0.11,0.12,0.12
17463,XLNX,31/03/2003,2002,3,1108.831,228.107,0,282.739,337.409,20.6,-0.01,268.214,-250.02,-20.977,0.12,0.13,0.14
17464,XLNX,30/06/2003,2002,4,1175.282,313.834,0,305.514,339.005,23.41,0.14,345,-355.138,-6.203,0.14,0.15,0.15
17465,XLNX,30/09/2003,2003,1,1288.593,360.35,0,313.287,340.853,25.3,0.13,131.468,-6.136,4.03,0.15,0.15,0.16
17466,XLNX,31/12/2003,2003,2,1215.482,340.464,0,315.547,342.338,28.43,0.16,186.999,-58.509,16.621,0.16,0.18,0.19
17467,XLNX,31/03/2004,2003,3,1160.588,359.111,0,365.632,344.754,38.63,0.19,353.192,-270.017,15.589,0.19,0.25,0.27
17468,XLNX,30/06/2004,2003,4,1301.552,381.13,0,403.38,346.962,37.76,0.36,432.5,-374.689,45.646,0.27,0.28,0.28
17469,XLNX,30/09/2004,2004,1,1142.885,391.007,0.05,423.583,347.08,33.31,0.26,150.642,-193.928,-37.701,0.28,0.24,0.24
17470,XLNX,31/12/2004,2004,2,1187.117,358.556,0.05,403.277,348.313,27,0.24,219.475,-202.467,-66.803,0.24,0.18,0.18
17471,XLNX,31/03/2005,2004,3,1197.019,359.111,0.05,355.396,348.512,29.67,0.18,292.213,-145.191,-106.92,0.18,0.2,0.19
17472,XLNX,30/06/2005,2004,4,1466.364,298.394,0.05,390.977,350.161,29.23,0.19,275.486,-45.095,-118.346,0.19,0.21,0.21
17473,XLNX,30/09/2005,2005,1,1576.06,332.548,0.07,405.379,349.493,25.5,0.21,153.52,-29.669,-76.092,0.21,0.22,0.24
17474,XLNX,31/12/2005,2005,2,1489.791,334.515,0.07,398.929,348.521,27.85,0.24,215.479,56.608,-154.449,0.24,0.25,0.23
17475,XLNX,31/03/2006,2005,3,1478.354,376.908,0.07,449.605,344.3,25.21,0.23,405.64,58.823,-289.944,0.23,0.28,0.32
17476,XLNX,30/06/2006,2005,4,1648.248,345.024,0.07,472.337,342.618,25.46,0.32,489.423,242.38,-397.825,0.32,0.26,0.24
17477,XLNX,30/09/2006,2006,1,1670.833,308.513,0.09,481.362,339.7,22.65,0.24,153.265,10.875,-118.268,0.24,0.23,0.27
17478,XLNX,31/12/2006,2006,2,1866.798,347.532,0.09,467.18,335.8,21.95,0.27,272.762,89.918,-242.462,0.27,0.23,0.26
17479,XLNX,31/03/2007,2006,3,1724.733,324.507,0.09,450.725,331.7,23.81,0.26,445.935,-302.206,-387.047,0.26,0.23,0.27
17480,XLNX,30/06/2007,2006,4,1700.102,303.369,0.09,443.472,295.902,25.73,0.27,551.568,-283.771,-415.284,0.27,0.29,0.28
17481,XLNX,30/09/2007,2007,1,1758.57,288.807,0.12,445.912,298.1,26.77,0.28,126.324,-146.567,12.328,0.28,0.29,0.3
17482,XLNX,31/12/2007,2007,2,1772.138,295.604,0.12,444.894,293.8,26.14,0.3,271.39,-396.35,-142.617,0.3,0.32,0.35
17483,XLNX,31/03/2008,2007,3,1893.136,338.073,0.12,474.806,286.2,21.87,0.35,479.134,-349.128,-365.487,0.35,0.36,0.34
17484,XLNX,30/06/2008,2007,4,1820.196,340.666,0.12,475.76,280.519,23.75,0.34,581,192.019,-541.903,0.34,0.35,0.37
17485,XLNX,30/09/2008,2008,1,1732.498,337.47,0.14,488.246,276.1,25.25,0.3,158.497,-98.619,-157.397,0.37,0.37,0.38
17486,XLNX,31/12/2008,2008,2,1822.691,318.963,0.14,483.537,273.9,23.45,0.29,253.197,-147.548,-271.238,0.38,0.33,0.32
17487,XLNX,31/03/2009,2008,3,1754.268,279.296,0.14,458.387,274.1,17.82,0.44,381.676,212.038,-452.927,0.32,0.18,0.2
17488,XLNX,30/06/2009,2008,4,1752.468,233.066,0.14,395.014,275.507,19.16,0.28,442.53,274.54,-518.078,0.2,0.22,0.14
17489,XLNX,30/09/2009,2009,1,1833.19,245.314,0.14,376.235,275.6,20.46,0.14,146.967,-321.943,-54.63,0.14,0.19,0.23
17490,XLNX,31/12/2009,2009,2,1944.432,292.456,0.14,414.95,276.8,23.42,0.23,264.943,-225.113,-77.697,0.23,0.35,0.38
17491,XLNX,31/03/2010,2009,3,1958.726,361.968,0.16,513.349,276.5,25.06,0.38,450.421,-345.394,-133.45,0.38,0.45,0.47
17492,XLNX,30/06/2010,2009,4,1907.066,357.161,0.16,529.02,273.487,25.5,0.54,554.291,-336.732,-252.089,0.47,0.53,0.58
17493,XLNX,30/09/2010,2010,1,2222.172,373.092,0.16,594.737,258,25.26,0.58,105.042,-275.31,51.256,0.58,0.65,0.65
17494,XLNX,31/12/2010,2010,2,2343.913,390.834,0.16,619.666,259,26.64,0.65,146.658,-421.705,18.095,0.65,0.58,0.58
17495,XLNX,31/03/2011,2010,3,2530.655,375.019,0.16,567.19,260,28.98,0.58,479.185,-438.769,29.177,0.58,0.52,0.59
17496,XLNX,30/06/2011,2010,4,2622.786,368.14,0.16,587.852,264.602,32.8,0.59,724.152,-625.441,92.191,0.59,0.53,0.56
17497,XLNX,30/09/2011,2011,1,2621.04,434.126,0.19,615.463,264.3,36.47,0.56,237.694,-414.156,-84.66,0.56,0.49,0.47
17498,XLNX,31/12/2011,2011,2,2414.258,367.449,0.19,555.209,262.4,27.44,0.47,437.278,-838.509,-218.176,0.47,0.39,0.41
17499,XLNX,31/03/2012,2011,3,2352.554,382.437,0.19,511.091,261.5,32.06,0.47,618.248,-881.11,-298.172,0.41,0.41,0.49
17500,XLNX,30/06/2012,2011,4,2450.309,342.776,0.19,558.973,263.612,36.48,0.44,826.739,-960.897,-299.379,0.49,0.45,0.47
17501,XLNX,30/09/2012,2012,1,2302.18,360.16,0.22,582.784,261.2,33.57,0.47,162.946,-285.833,-139.746,0.47,0.41,0.46
17502,XLNX,31/12/2012,2012,2,2250.058,342.656,0.22,543.933,260.8,33.41,0.46,360.316,-298.204,-255.815,0.46,0.37,0.38
17503,XLNX,31/03/2013,2012,3,2263.571,335.542,0.22,509.767,261.2,35.861,0.38,482.884,-336.434,-312.135,0.38,0.45,0.47
17504,XLNX,30/06/2013,2012,4,2297.639,386.788,0.22,532.168,263.649,38.17,0.47,656.537,-511.515,-310.286,0.47,0.47,0.56
17505,XLNX,30/09/2013,2013,1,2354.584,1402.476,0.25,578.955,264.8,39.61,0.56,144.209,-226.303,-32.05,0.56,0.52,0.58
17506,XLNX,31/12/2013,2013,2,2801.206,1482.17,0.25,598.937,268.2,46.851,0.49,399.152,-393.912,-58.304,0.58,0.54,0.61
17507,XLNX,31/03/2014,2013,3,2947.826,1432.077,0.25,586.816,266.5,45.92,0.61,615.542,-397.41,-209.811,0.61,0.55,0.56
17508,XLNX,30/06/2014,2013,4,3067.147,989.36,0.25,617.823,268.637,54.27,0.53,804.917,28.646,-483.444,0.56,0.6,0.62
17509,XLNX,30/09/2014,2014,1,3168.699,933.848,0.29,612.633,267.1,47.31,0.62,130.119,-317.182,-161.582,0.62,0.56,0.62
17510,XLNX,31/12/2014,2014,2,3303.977,970.649,0.29,604.262,264.4,42.35,0.62,334,-156.892,-436.086,0.62,0.61,0.6
17511,XLNX,31/03/2015,2014,3,3515.14,913.015,0.29,593.55,261.1,43.29,0.62,624.741,503.16,-670.555,0.6,0.5,0.58
17512,XLNX,30/06/2015,2014,4,3935.051,963.206,0.29,566.899,258.34,42.3,0.5,790.78,12.956,-884.841,0.58,0.54,0.55
17513,XLNX,30/09/2015,2015,1,3979.726,957.163,0.31,549.008,257,44.16,0.55,183.153,-251.464,-157.923,0.55,0.47,0.48
17514,XLNX,31/12/2015,2015,2,3981.161,950.342,0.31,527.572,256.9,42.4,0.48,316.883,-113.722,-335.122,0.48,0.49,0.49
17515,XLNX,31/03/2016,2015,3,4008.294,932.909,0.31,566.235,255.5,46.97,0.49,607.168,-95.413,-506.063,0.49,0.52,0.54
17516,XLNX,30/06/2016,2015,4,3918.933,946.086,0.31,571.066,253.687,47.43,0.54,730.102,-423.936,-694.922,0.54,0.56,0.61
17517,XLNX,30/09/2016,2016,1,4021.7,1051.364,0.33,574.981,253.4,46.13,0.61,338.636,-87.634,-172.456,0.61,0.55,0.61
17518,XLNX,31/12/2016,2016,2,4019.194,997.819,0.33,579.209,252.5,54.34,0.61,522.229,22.548,-358.103,0.61,0.49,0.52
17519,XLNX,31/03/2017,2016,3,3916.052,1010.042,0.33,585.687,248.8,60.37,0.52,627.813,362.588,-654.671,0.52,0.54,0.57
17520,XLNX,30/06/2017,2016,4,3880.116,897.196,0.33,609.453,248.027,57.89,0.57,934.131,493.95,-965.202,0.57,0.6,0.63
17535,AZO,31/05/2000,2000,2,1231.135,1002.42,0,924.164,133.782,24,0.28,102.394,-120.671,19.195,0.28,0.5,0.5
17536,AZO,31/08/2000,2000,3,1208.339,919.17,0,1059.415,127.461,28,0.5,216.52,-173.857,-41.76,0.5,0.83,0.84
17537,AZO,30/11/2000,2000,4,1186.78,1034.544,0,1492.645,121.51,22.5,0.84,512.96,-242.349,-269.56,0.84,0.46,0.46
17538,AZO,28/02/2001,2001,1,1256.358,1047.374,0,1063.566,113.791,25.8125,0.46,27.579,-34.018,6.511,0.46,0.28,0.28
17539,AZO,31/05/2001,2001,2,1238.392,937.163,0,973.999,111.675,25.26,0.28,-6.478,-65.574,72.193,0.28,0.55,0.56
17540,AZO,31/08/2001,2001,3,1293.616,1111.821,0,1139.957,111.986,33.07,0.56,206.182,-99.104,-106.859,0.56,1.07,1.07
17541,AZO,30/11/2001,2001,4,1328.511,1266.654,0,1640.663,109.408,46.2,0.24,458.937,-122.143,-336.477,1.07,0.59,0.76
17542,AZO,28/02/2002,2002,1,1416.383,1241.77,0,1176.052,106.783,67.3,0.76,7.162,-14.728,7.565,0.76,0.5,0.58
17543,AZO,31/05/2002,2002,2,1350.012,1206.581,0,1081.311,105.452,66.36,0.58,120.195,-9.915,-110.309,0.58,0.78,0.96
17544,AZO,31/08/2002,2002,3,1371.977,1348.016,0,1224.81,101.323,81.85,0.96,388.856,-44.495,-344.376,0.96,1.41,1.73
17545,AZO,30/11/2002,2002,4,1450.128,1533.571,0,1843.337,99.268,72.35,1.73,739.091,-64.511,-675.368,1.73,0.95,1.04
17546,AZO,28/02/2003,2003,1,1565.845,1485.123,0,1218.635,97.398,81.7,1.04,-35.896,-26.834,62.762,1.04,0.78,0.79
17547,AZO,31/05/2003,2003,2,1577.914,1469.797,0,1120.696,92.08,65.8,0.79,51.169,-53.54,2.432,0.79,1.27,1.3
17548,AZO,31/08/2003,2003,3,1605.303,1570.879,0,1288.445,89.483,83.68,1.3,277.943,-86.794,-191.009,1.3,1.92,2.27
17549,AZO,30/11/2003,2003,4,1584.994,1675.566,0,1829.347,88.708,91.8,2.27,698.255,-167.799,-530.212,2.27,1.28,1.35
17550,AZO,29/02/2004,2004,1,1632.385,1710.119,0,1282.04,87.264,95.66,1.35,129.67,-29.018,-100.73,1.35,1,1.04
17551,AZO,31/05/2004,2004,2,1600.354,1597.837,0,1159.236,85.245,89.7,1.04,170.018,-68.459,-101.59,1.04,1.55,1.68
17552,AZO,31/08/2004,2004,3,1643.453,1652.747,0,1360.022,83.14,86.75,1.68,339.692,-121.9,-217.776,1.68,2.55,2.53
17553,AZO,30/11/2004,2004,4,1755.757,1818.115,0,1835.727,79.628,74.06,2.53,638.379,-193.721,-460.908,2.53,1.45,1.52
17554,AZO,28/02/2005,2005,1,1840.244,1869.643,0,1286.203,79.608,85.6,1.52,112.917,-61.984,-63.904,1.52,1.19,1.29
17555,AZO,31/05/2005,2005,2,1847.054,1645.42,0,1204.055,79.608,96.9,1.16,101.166,-119.896,22.017,1.29,1.8,1.86
17556,AZO,31/08/2005,2005,3,1911.738,1816.585,0,1338.387,77.236,90.52,1.86,403.511,-186.376,-216.609,1.86,2.84,2.59
17557,AZO,30/11/2005,2005,4,1929.459,1811.159,0,1882.237,76.539,94.5,2.66,648.083,-282.771,-367.354,2.59,1.58,1.48
17558,AZO,28/02/2006,2006,1,2000.758,1844.868,0,1338.076,76.682,89.06,1.48,127.663,-57.889,-63.206,1.48,1.28,1.25
17559,AZO,31/05/2006,2006,2,2034.992,1794.801,0,1253.815,76.91,96.68,1.25,199.148,-135.53,-57.056,1.25,1.96,1.89
17560,AZO,31/08/2006,2006,3,2040.376,1865.729,0,1417.434,74.75,90.73,1.89,436.291,-196.502,-230.631,1.89,2.79,2.92
17561,AZO,30/11/2006,2006,4,2118.927,2054.568,0,1939.03,71.082,90.3,2.92,822.747,-268.323,-537.676,2.92,1.68,1.73
17562,AZO,28/02/2007,2007,1,2157.294,2047.289,0,1393.069,70.659,113.61,1.73,111.963,-70.896,-59.266,1.73,1.45,1.45
17563,AZO,31/05/2007,2007,2,2180.348,2080.379,0,1300.357,69.926,125.46,1.45,280.461,-118.406,-167.551,1.45,2.15,2.17
17564,AZO,31/08/2007,2007,3,2230.781,2160.15,0,1473.671,68.099,128.63,2.17,484.152,-167.589,-325.548,2.17,3.26,3.23
17565,AZO,30/11/2007,2007,4,2270.455,2285.895,0,2002.707,65.96,121.29,3.23,845.194,-228.715,-621.383,3.23,1.91,2.02
17566,AZO,29/02/2008,2008,1,2319.737,2319.27,0,1455.655,63.177,111.63,2.02,171.045,-59.661,-118.225,2.02,1.62,1.67
17567,AZO,31/05/2008,2008,2,2356.644,2325.222,0,1339.244,63.215,115.08,1.67,296.979,-106.025,-184.143,1.67,2.43,2.49
17568,AZO,31/08/2008,2008,3,2386.938,2383.967,0,1517.293,63.268,126.56,2.49,501.467,-161.609,-344.858,2.49,3.9,3.88
17569,AZO,30/11/2008,2008,4,2586.301,2519.32,0,2210.514,59.608,137.23,3.88,921.1,-243.15,-522.682,3.88,2.17,2.23
17570,AZO,28/02/2009,2009,1,2462.145,2527.977,0,1478.292,57.488,109.22,2.23,140.784,-46.612,-248.32,2.23,1.83,2.03
17571,AZO,31/05/2009,2009,2,2580.867,2468.682,0,1447.877,54.861,142.23,2.03,148.294,-93.577,-186.284,2.03,2.89,3.13
17572,AZO,31/08/2009,2009,3,2607.984,3135.96,0,1658.161,54.567,152.15,3.13,535.02,-155.962,-525.018,3.13,4.45,4.47
17573,AZO,30/11/2009,2009,4,2561.73,2706.752,0,2232.494,50.801,147.25,4.43,923.808,-263.722,-806.896,4.47,2.66,2.82
17574,AZO,28/02/2010,2010,1,2617.941,2804.38,0,1589.244,49.427,147.87,2.82,230.881,-52.698,-191.865,2.82,2.34,2.46
17575,AZO,31/05/2010,2010,2,2648.713,2749.324,0,1506.225,49.081,165.93,2.46,348.908,-109.349,-227.385,2.46,3.58,4.12
17576,AZO,31/08/2010,2010,3,2578.948,2872.076,0,1821.99,47.648,190.88,4.12,741.007,-176.776,-561.548,4.12,5.42,5.66
17577,AZO,30/11/2010,2010,4,2611.821,3063.96,0,2445.159,45.107,209.78,5.66,1196.252,-307.447,-883.493,5.66,3.37,3.77
17578,AZO,28/02/2011,2011,1,2660.564,3244.887,0,1791.662,44.027,259.41,3.77,357.353,-47.871,-310.152,3.77,3.06,3.34
17579,AZO,31/05/2011,2011,2,2738.115,3225.136,0,1660.946,42.611,257.95,3.34,441.109,-109.326,-322.814,3.34,4.99,5.29
17580,AZO,31/08/2011,2011,3,2806.529,3461.843,0,1978.369,41.439,294,5.29,896.893,-200.918,-694.687,5.29,6.97,7.18
17581,AZO,30/11/2011,2011,4,2792.425,3430.896,0,2641.996,40.109,307,7.18,1291.538,-318.994,-973.771,7.18,4.44,4.68
17582,AZO,29/02/2012,2012,1,2842.673,3578.966,0,1924.341,39.316,328.38,4.68,342.294,-61.889,-280.699,4.68,4.02,4.15
17583,AZO,31/05/2012,2012,2,2908.564,3516.789,0,1804.07,38.951,374.48,4.15,461.214,-129.194,-326.26,4.15,6.25,6.28
17584,AZO,31/08/2012,2012,3,2944.272,3567.393,0,2111.866,38.069,380.26,6.28,798.607,-226.233,-566.613,6.28,8.42,8.46
17585,AZO,30/11/2012,2012,4,2978.946,3655.592,0,2763.586,37.028,361.64,8.46,1223.981,-374.761,-843.433,8.46,5.39,5.41
17586,AZO,28/02/2013,2013,1,3062.291,3744.492,0,1991.04,36.473,383.77,5.41,318.253,-85.591,-235.859,5.41,4.75,4.78
17587,AZO,31/05/2013,2013,2,3123.368,4231.808,0,1855.198,36.079,380.15,4.78,510.843,-289.781,-209.067,4.78,7.23,7.27
17588,AZO,31/08/2013,2013,3,3178.323,3836.049,0,2205.878,35.471,408.83,7.27,895.864,-374.107,-492.812,7.27,10.37,10.42
17589,AZO,30/11/2013,2013,4,3278.013,4169.15,0,3095.414,34.293,419.94,10.42,1415.011,-527.295,-847.022,10.42,6.29,6.29
